tweet_id,tweets,sensitive,source,retweet_count,reply_count,like_count,quote_count,impression_count
1620057091502391296,icymi  vazquez continues to raise stock in  nd  appearance saturday night   scored the lone goal of the us january camp   ,False,,0,0,1,0,53
1620054445706051594,   didn t  also star in the breakfast club,False,,0,0,0,0,2
1620053361595916290,current usmnt player pool guys that can t get on the pitch for various reasons starting    ,False,,1,1,5,0,177
1620051956956909568,what did we learn for the usmnt s latest match against colombia  here are  s takeaways from the game last weekend   subscribe to read  ,False,,0,0,2,0,338
1620051374766710785,grande     ,False,,0,0,0,0,10
1620047365708345344,  yeah ofc  i mean i m not american myself but i follow us soccer as if i was the biggest fan of them  i mean gio reyna has proven he s a crucial player for the usmnt at the age of     slonina is also a great shout for getting nominated more often in the next   years ,False,,0,1,1,0,25
1620047282031984642,all the usmnt fans spamming his comments section now but ain t know him before the world cup   y all wanted morris ,False,,0,0,0,0,14
1620046009639505920,  boring game     ,False,,0,0,0,0,7
1620045107641876481,musah somehow avoided a provisional tie to england  very lucky for the ussf  was able to freely play usmnt friendlies before making an informed decision   but if he had to shut the door on england just to play a usmnt friendly even he would hesitate  balogun is in that situation ,False,,0,2,9,0,837
1620045105670557698,balogun s england provisional cap tie is looming large in his reluctance to commit to the us   usmnt cannot field him unless they do what el tri did with zendejas  he feels he can t choose the usmnt without experience in friendly caps  but can t do that without a one time switch ,False,,0,3,16,0,1793
1620045047935959040,one year ago today     ,False,,1,0,2,0,146
1620045007431385089,marcelo bielsa s reportedly on the list of  head coaching candidates  but don t dream just yet   no hire s being made anytime soon  ,False,,1,0,0,0,335
1620044641302372362,  i d say our best chance was actually acosta s free kick that vasquez was inches from putting in,False,,0,0,0,0,33
1620044559333101569,  according to   konrad de la fuente is likely to land in the eredivisie w  utrecht  amp  az alkmaar interested  preston north end also interested  marseille had also previously offered konrad to ligue    amp    clubs  including saint  tienne     ,False,,1,2,31,0,973
1620044235532652548,add marcelo bielsa to the list of reported  head coaching candidates  ,False,,1,1,1,1,3125
1620044162081898496,new show mike  mason  and chris talk about   s first preseason games  what the latest news about the mls deal with apple tv might mean  and the restults from the first usmnt camp tune in ,False,,0,0,0,0,70
1620043326241280001,congrats    ,False,,0,0,2,0,192
1620043199548133377, nat  thoughts there s loads of talk about mls    ,False,,0,0,0,0,7
1620042712262262784,all usynt usmnt fans when cade cowell gets    g a this year at san jose ,False,,0,0,0,0,11
1620042513854627840,  new postbox podcast       milan  juve  napoli  leverkusen  jota  postecoglou  demb l  s injury  real sociedad  amp  balogun            arsenal s midfield  liverpool  brighton s scouting  leeds  replays  wrexham  amp  sunderland    evan ferguson  amp  usmnt changes  ,False,,1,0,2,1,2793
1620040415679483905,please subscribe to my youtube channel            ,False,,0,0,0,0,56
1620040031531593729, abroad  not great  not great at all,False,,0,0,0,0,41
1620037653264535552,  afc           put half as much effointo usmnt as you do  afc and we will be happy,False,,1,0,0,0,90
1620037388415148041,along with the requisite paredes and nyeman check ins  you ve got a christian fernandez update    ,False,,1,0,1,0,185
1620036628403077124,some  alums from the  days make some news along with a recap of  news and events in today s freedom kicks   ,False,,1,0,1,0,547
1620035759876247552, has been huge for genk this year  excited to see him be reintegrated into the mix for  this cycle ,False,,2,0,2,0,172
1620034928888152066,if there is one thing i can thank soon to be former  manager gregg berhalter for  his reliance on the word  verticality  gave me a solid idea for the name of my blog   ,False,,0,0,0,0,199
1620032067399733249,wonder how the  will use  this year between u    wc  gold cup  and nations league matches all happening this spring and summer  i think he will have shown enough to play in any of those tournaments  all up to lb depth and hudson ,False,,0,0,2,0,70
1620030158299365377,  if history is any teacher the  will first hire bielsa  then after   good years     questionable year  hire marsch,False,,0,1,0,0,20
1620029392885026819,miles robinson   whose torn achilles kept him out of    made his first stasince may         in  s preseason scrimmage vs  chattanooga fc yesterday        ,False,,0,0,2,0,493
1620028658433015808,      delete your account  you re too dumb for this man ,False,,0,0,0,0,18
1620026036464254976,usmnt icon s  american overkill  debate as leeds united line up as weston mckennie    ,False,,0,0,0,1,830
1620025936698638338,  mckennie passes leeds medical as    m deal agreed source   goal   ,False,,0,0,0,0,81
1620024523507507200,   so leeds is basically the european chapter of the usmnt now,False,,0,0,2,0,93
1620022352573784064,kellyn acosta usmnt national team white         home replica jersey             ,False,,0,0,0,0,0
1620021564162052096,usa vs  england world cup player ratings  usmnt s weston mckennie  antonee robinson up  haji wright down             ,False,,0,0,0,0,0
1620018379456233473,usmnt icon s  american overkill  debate as leeds united line up as weston mckennie  ,False,,1,0,0,0,252
1620015089137946624,usmnt icon s  american overkill  debate as leeds united line up as weston mckennie   ,False,,1,0,5,0,2183
1620009294463905792,im really looking forward to all the usmnt fans attempts at putting a positive spin on mckennie going to leeds lol  im genuinely curious to see what they come up with,False,,0,0,0,0,232
1620007752990097410,surely  must have a ready made  right footed centre back as replacement for llorente   ,False,,1,0,2,0,370
1620005868699029504,usa vs  netherlands statime  world cup      live stream  how to watch usmnt soccer online  tv channel  pick             ,False,,0,0,0,0,0
1620003086826889216,usmnt fans will be devastated if leeds get relegated,False,,1,0,2,0,93
1620000637588213760,spoke to a friend over the weekend who is a big mls usmnt fan  he believes mckennie will be excellent  box to box  he s also a liverpool fan would have welcome up him  reminds him of wijnaldum like player   ,False,,0,0,2,0,429
1619998890836606977,report  brian mcbride won t return as usmnt gm amid gregg berhalter probe ,False,,0,0,0,0,11
1619997620524531715,  yall still tweeting  lol,False,,0,1,0,0,100
1619997209902333952, thanks for putting the together  technically reyna had wc minutes  and depending on coaching situation at usmnt i m not optimistic he s going to want to leave his club and rejoin and represent the country in march ,False,,0,0,0,0,17
1619993358537211908,  usmnt fans really think he s gonna pick them                        ,False,,1,0,0,0,117
1619990986368901120, yeah  he s also a really good personality  strong leader  looking forward to see him play love seeing so many usmnt players in the pl,False,,1,1,1,0,227
1619990454099116039,usmnt coach gregg berhalter details  physical  dispute with now wife in response to alleged blackmail attempt             ,False,,0,1,0,0,0
1619990330006183936,the usmnt s main problem remains its impotent offense   ,False,,1,0,0,0,384
1619987751331573760,   we also signed danilo and scarpa you turnip       there s levels to this,False,,0,0,0,0,30
1619986664998436864,usmnt target folarin balogun scores dramatic late goal  denies psg win as reims earn deserved draw   cbs sports ,False,,0,0,0,0,0
