tweet_id,tweets,sensitive,source,retweet_count,reply_count,like_count,quote_count,impression_count
1619986301826265088, what you losers have realize is             the usmnt stinks,False,,0,0,0,0,24
1619985860371558401,nottingham forest couldn t attract    year old   midfielder  weston mckennie to their club  so they go for    year old  jonjo shelvey instead there s levels to this        ,False,,0,1,0,0,148
1619985467889561602,i know he would cook for the usmnt but i hope he chooses nigeria over the usa  amp  england  ,False,,0,1,0,0,125
1619983290173362177,    please watch to the end   ,False,,0,0,0,0,1
1619978331352608768,if leeds get relegated    that s half the usmnt playing in the championship  ,False,,1,0,0,0,214
1619977317245149186,usmnt target folarin balogun scores dramatic late goal  denies psg win as reims earn deserved draw   cbs sports   ,False,,1,0,0,0,69
1619976720916021248,with paxten aaronson making his first usmnt appearance  he and his brother brenden become the eighth set of brothers to appear for the usmnt   ,False,,1,0,2,0,86
1619976221324115968,usmnt schedule       world cup begins with fixture against gareth bale and wales before england showdown             ,False,,0,0,0,0,0
1619974831885422594,usa scenarios  fifa world cup      standings  bracket  how usmnt can advance from group b after england tie             ,False,,0,0,0,0,0
1619974612896608258,usmnt national team walker zimmerman women s      world cup white home replica jersey             ,False,,0,0,0,0,0
1619970764043882496, the  and new super leeds united midfield duo    ,False,,0,0,0,0,114
1619968670695886848,   say what you want  its his first game for the national team  but if you watch him play in denmark  you ll realise his potential is crazy  judging off one game is wild,False,,0,0,0,0,41
1619966429184524289,  i was there last night cheering you on  congrats on    caps,False,,0,0,0,0,39
1619965504889786370,aaronson makes most of usmnt debut despite scoreless effovs  colombia    ,False,,0,0,0,0,10
1619965299054501888,march nl game is for      gold cup   has to finish top       nl       is for copaa  top   finisher  keep as many as we can the internation wc players with their club teams  call in the hungrier u   s  amp  mlsers for the march window  courage to challenge our depth  ,False,,0,0,0,0,43
1619960450153852928,youth matt turner usmnt national team         home replica jersey   white             ,False,,0,0,0,0,0
1619955871362220032,world cup  formal request sent to fifa for usmnt s group rivals iran to be kicked out of qatar                  ,False,,0,0,0,0,1
1619955732018782208,  so pretty much every usmnt player ever,False,,0,0,0,0,21
1619953323234455552,usmnt twitter hella cringy sometimes ,False,,0,0,0,0,5
1619952193939066881,should take the ball keep for your self no  more great show right  not half take and pass ,False,,0,0,0,0,23
1619951539757682689, pro rel is key to wrexhams story not all stories  mls can leverage fan groups youths open cups ect  but the organization only cares about money    soccertown usa is a great story following    legends meola ramos harkes who ended up playing for mls    stories are there,False,,0,0,0,0,67
1619951430005317632,fresh defender  should the defender gk still same take ball behind the striker like that that s nice show of body can do no  ,False,,0,0,0,0,23
1619951255841038336, not a bad idea but i want an attack minded manager like bielsa   has adequate fw options but they all died in ggg     system  we may not have a  nd cb option the quality of richards  let s experiment with   in the back  dedicate the  st   years of this cycle to attacking,False,,0,0,0,0,43
1619950420637667328,they sprint capture payback after too in front line the defender well  ,False,,0,0,0,0,21
1619949356584685568,you not push adrenaline daredevil so push your body to make goal after take ball with chest and the colombia rivals fell also no    that s should goal they missed  ,False,,0,0,0,0,27
1619947689365622784,  you re talentless and the laughing stock of the world ,False,,1,0,1,0,92
1619947357084467200,paxten aaronson a bright spot in usmnt colombia draw ,False,,0,0,0,0,1
1619947348905590784,paxten aaronson a bright spot in usmnt colombia draw ,False,,0,0,0,0,17
1619945972926394368,usmnt s kellyn acosta on stopping gareth bale at world cup   we ve got to literally stakicking him              ,False,,0,0,0,0,0
1619943264915947520,  let s get balogun first and then shoot for amir  ,False,,0,0,1,0,68
1619941101183586305,majority our usmnt best players received either a substantial amount of development in europe or grew up in the european system  this is not a coincidence,False,,0,0,0,0,37
1619940420267679744,      he could ve missed games  he s like   ,False,,0,0,1,0,72
1619940286674927617,  we had the toughest group and one if the ties was against england  which we deserved to win  by the way if our athletes didn t have other sports to choose from we would be kicking everybody s ass look at our women s team  soccer is the only spothey really have and we dominate ,False,,0,1,0,0,32
1619937820403175425,   who does colombia even have left that s legit other than luis diaz  amp  cuadrado usa has players playing with top clubs right now,False,,0,0,0,0,28
1619937448892547073,paxten aaronson was a bright spot in the usmnt s scoreless draw against colombia  ap photo marcio jose sanchezcarson  calif     the united states men s national team earned a     draw with colombia inthe second of two january friendlies for the home    ,False,,0,0,0,0,17
1619936783592202242,wes   master of the perfect weighted pass     ,False,,1,0,0,0,1552
1619936374580285440,paxten aaronson a bright spot in usmnt colombia draw ,True,,0,0,0,0,17
1619936369853272065,paxten aaronson a bright spot in usmnt colombia draw ,False,,0,0,0,0,16
1619936180820377600,if usmnt somehow manage to get their hands on balogun it changes a lot  this guy is personally getting mentored by thierry henry and i doubt southgate sees how special he is like tomori who is getting mentored by maldini,False,,0,0,0,0,102
1619935569248919552, this should be the place we fill for watch parties when we become the premier location for usmnt games we should fill it with fans so we can have a set up like power  amp  light has during usmnt game  during the world cup  p amp l live shots were common  armory marketing make it happen,False,,0,0,0,0,78
1619934991240290305,  thoughts kings league that s a novelty   a side league  not domestic top flight  but i agree  mls treated the spolike a novelty from day    amp  they ve been fighting that perception ever since  it s why there s only ever talk of the four major sports in the us  nothing to do with p r ,False,,0,1,0,0,27
1619934524603011075,  congrats brotha,False,,0,0,0,0,385
1619933694549950465, you will be that guy for the usmnt        come,False,,0,0,0,0,79
1619933652447809536,usmnt coaching candidates  jesse marsch  roberto martinez are potential replacements if gregg berhalter leaves             ,False,,0,1,0,0,0
1619933355340075008, which is in his plan  i don t like how it took until now for him to stahaving a good season and it s been at the wing  as much as he wants to be a    we could easily see him play on the wing for the usmnt,False,,0,0,1,0,49
1619932851184766977,       get a new argument instead of saying  vazquez is older  in every comment,False,,1,0,0,0,81
1619932707479486465,       by   years    years  don t come into my thread and stathrowing insults  have a mature conversation like the rest who disagree,False,,1,0,0,0,87
1619932666333388801, nah man  sargent is way better than vazquez  vazquez needs to go to europe within this next year if he wants to be a paof usmnt ,False,,0,1,4,0,165
